DATAFLOW,LAST UPDATE,freq,indic_em,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Lithuania,2020,77.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Lithuania,2021,78.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Lithuania,2022,79.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Lithuania,2023,79.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Lithuania,2024,79.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Lithuania,2025,79.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2009,79.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2010,79.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2011,78.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2012,78.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2013,78.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2014,78.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2015,76.7,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2016,76.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2017,75.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2018,76.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2019,77.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2020,75.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2021,77.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2022,78.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2023,78.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2024,76.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Luxembourg,2025,77.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2009,66.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2010,63.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2011,67.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2012,69.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2013,71.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2014,72.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2015,74.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2016,74.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2017,76.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2018,79.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2019,79.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2020,78.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2021,77.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2022,78.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2023,79.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2024,79.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Latvia,2025,79.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2011,57.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2012,57.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2013,58.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2014,61.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2015,61.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2016,63.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2017,65.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2018,66.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2019,67.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Montenegro,2020,61.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2009,58.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2010,58.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2011,57.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2012,57.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2013,59.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2014,61.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2015,61.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2016,63.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2017,65.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2018,66.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2019,69.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2020,68.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2021,70.8,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2022,71.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2023,70.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2024,71.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,North Macedonia,2025,73.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2009,77.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2010,78.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2011,79.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2012,79.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2013,80.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2014,81.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2015,82.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2016,83.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2017,84.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2018,85.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2019,85.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2020,84.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2021,86.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2022,86.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2023,87.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2024,88.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Malta,2025,89.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2009,84.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2010,83.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2011,82.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2012,82.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2013,81.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2014,81.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2015,82.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2016,83.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2017,83.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2018,84.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2019,85.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2020,85.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2021,85.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2022,86.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2023,87.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2024,87.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Netherlands,2025,87.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2009,82.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2010,81.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2011,82.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2012,82.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2013,81.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2014,82.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2015,81.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2016,80.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2017,80.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2018,81.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2019,82.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2020,81.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2021,82.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2022,83.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2023,82.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2024,82.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Norway,2025,82.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2009,69.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2010,68.8,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2011,69.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2012,69.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2013,70.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2014,71.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2015,72.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2016,74.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2017,77.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2018,78.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2019,79.9,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2020,80.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2021,82.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2022,83.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2023,83.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2024,84.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Poland,2025,84.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2009,73.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2010,72.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2011,71.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2012,67.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2013,66.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2014,69.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2015,71.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2016,72.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2017,76.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2018,78.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2019,78.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2020,76.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2021,78.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2022,80.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2023,80.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2024,81.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Portugal,2025,82.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2009,62.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2010,65.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2011,64.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2012,65.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2013,65.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2014,66.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2015,68.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2016,69.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2017,71.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2018,73.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2019,74.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2020,74.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2021,77.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2022,77.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2023,78.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2024,78.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Romania,2025,78.2,,
